Date,Close/Last,Volume,Open,High,Low
08/01/2022,$62.7,7361252,$61.19,$63.62,$59.42
07/29/2022,$62.96,9113752,$60.14,$64.2299,$59.77
07/28/2022,$62.25,13674810,$58.235,$62.95,$55.59
07/27/2022,$58.83,18230200,$54.87,$60.61,$53.12
07/26/2022,$52.93,26875840,$61.69,$62.89,$52.63
07/25/2022,$67.07,8797556,$68.93,$69.9797,$66.3
07/22/2022,$70.82,12013280,$76.2,$76.5719,$69.09
07/21/2022,$73.98,17301190,$71,$76.62,$70.28
07/20/2022,$75.27,34031960,$67.08,$79,$67.05
07/19/2022,$65.83,19210640,$60.86,$65.98,$57.78
07/18/2022,$58.67,21226160,$56.71,$63.38,$56.69
07/15/2022,$53.79,10714320,$54.35,$56.55,$51.93
07/14/2022,$53.42,9682070,$52.335,$54.71,$50.34
07/13/2022,$53.1,9439934,$51.68,$54.73,$50.4001
07/12/2022,$54.24,8466218,$53.7,$56.11,$52.62
07/11/2022,$53.88,10750820,$57.535,$58.43,$53.3
07/08/2022,$60.29,17950500,$55.61,$63.7,$54.51
07/07/2022,$57.46,12318520,$52.14,$57.65,$52.14
07/06/2022,$51.71,11881900,$54.17,$56.2741,$51.4
07/05/2022,$55.41,13113670,$48.125,$55.82,$45.95
07/01/2022,$49.04,8556521,$47.99,$50.1601,$47.52
06/30/2022,$47.02,12934360,$48.2,$48.4,$44.15
06/29/2022,$49.75,9776155,$50.5,$51.46,$48.59
06/28/2022,$51.18,10277180,$56.26,$57.25,$50.331
06/27/2022,$55.96,15201610,$59.56,$60.45,$55.02
06/24/2022,$62.71,24381360,$60,$64.09,$59.3256
06/23/2022,$58.88,15840690,$53.6,$59.62,$51.83
06/22/2022,$51.91,18947680,$53.87,$56.75,$51.565
06/21/2022,$57.49,16916240,$54.2,$60.75,$54.1
06/17/2022,$51.22,11771010,$50.12,$52.8,$49.28
06/16/2022,$51.05,13157740,$52.58,$54.4299,$50.08
06/15/2022,$55.01,16340090,$50.94,$56.66,$50.45
06/14/2022,$51.58,17430260,$52.5,$53.29,$48.81
06/13/2022,$52.01,28961420,$46.18,$54.3,$46.0001
06/10/2022,$58.71,11001120,$60,$61.629,$57.77
06/09/2022,$63.76,9349323,$69.08,$69.38,$63.12
06/08/2022,$69.2,6276638,$69.23,$72.98,$68.3001
06/07/2022,$69.57,8485074,$67.31,$69.97,$64.36
06/06/2022,$70.67,9352377,$70.76,$74.11,$68.43
06/03/2022,$66.69,10213580,$69.39,$70.5,$65.61
06/02/2022,$73.82,8643601,$67.8,$74.48,$67.28
06/01/2022,$68.63,14608490,$77.5,$77.8,$67.8
05/31/2022,$78.1,22623170,$80,$83.32,$75.6
05/27/2022,$75.32,14112790,$69.84,$77.18,$69.84
05/26/2022,$69.87,12000230,$63.97,$71.17,$62.3
05/25/2022,$67.17,11061970,$61.07,$68.5,$60.99
05/24/2022,$61.36,10714880,$64.56,$64.56,$59.12
05/23/2022,$66.1,12055670,$65.54,$68.65,$62.35
05/20/2022,$66.15,15166300,$69.37,$70.74,$62.05
05/19/2022,$67.42,15410060,$65,$70.99,$63.61
05/18/2022,$63.03,17422700,$67.69,$71.81,$61.94
05/17/2022,$70,15868010,$66.2,$70.5,$63.111
05/16/2022,$61.7,18685890,$68.06,$68.08,$60.51
05/13/2022,$67.87,38264810,$69.26,$74.25,$65.5
05/12/2022,$58.5,58789010,$48.54,$60.3,$40.83
05/11/2022,$53.72,67080210,$54.845,$61.28,$50.15
05/10/2022,$72.99,31780040,$87,$89.38,$70.19
05/09/2022,$83.51,16845410,$96,$96.43,$81.78
05/06/2022,$103.74,9026454,$112.5,$112.5,$100.25
05/05/2022,$114.25,7324390,$125,$125.64,$112.05
05/04/2022,$130.15,6492773,$124,$132.81,$116.2
05/03/2022,$123.56,5053170,$120.23,$129.4,$119.97
05/02/2022,$121.34,6229416,$113.07,$122.29,$111.8
04/29/2022,$112.71,5760916,$121.1,$129.09,$112.14
04/28/2022,$122.69,8070894,$123.69,$126.39,$113.32
04/27/2022,$122.55,4658455,$125.28,$130.71,$121.98
04/26/2022,$127.15,3717615,$135.31,$136.77,$126.515
04/25/2022,$135.14,4066524,$130.01,$137.35,$129.29
04/22/2022,$131.52,5162150,$137.29,$141.1999,$131.25
04/21/2022,$137.32,6252855,$151.97,$153.44,$135.31
04/20/2022,$147.13,3485996,$154.925,$154.96,$144.85
04/19/2022,$151.27,2915996,$146.02,$152.1,$144.45
04/18/2022,$145.16,4668692,$145.45,$149.5,$140.5303
04/14/2022,$147.29,4082228,$153.54,$154,$146.82
04/13/2022,$154.79,3740506,$149.03,$156.1599,$147.8
04/12/2022,$149.85,4654416,$158.07,$162.44,$149.41
04/11/2022,$153.87,4305772,$156.57,$157.555,$151.73
04/08/2022,$160.94,2950965,$165.21,$166,$160.1325
04/07/2022,$166.19,3093646,$166.71,$169.4152,$160.675
04/06/2022,$166.84,4675252,$172.83,$174.325,$165.01
04/05/2022,$177.17,5012770,$189.76,$191.325,$176.26
04/04/2022,$191.65,2495856,$187.34,$193.07,$186.16
04/01/2022,$186.96,2975933,$189.86,$191.87,$184.385
03/31/2022,$189.86,2999155,$197.25,$198.08,$189.56
03/30/2022,$196.7,3775930,$201.29,$206.33,$194.755
03/29/2022,$204.53,4811453,$198.95,$206.79,$194.05
03/28/2022,$201.41,6623976,$193.31,$203.27,$193.01
03/25/2022,$186.71,3598289,$192,$195.7,$182.7953
